tweet_id,sentiment,author,content
1964383995,sadness,BboyWicked,"Finally the school day ended, Friday Friday Friday w00t! But it's raining outside."
1964384101,worry,Mizz_Lia,i have a headache
1964384586,worry,franklincdi,Heyya guys! does anyone know how to give formulas to create a sudoku? Please help
1964384992,sadness,Darnell0216,I need to play inFamous... Where's a free Blockbuster rental coupon when you need one? I miss that Coke Reward
1964385036,sadness,ChezKeeley,justwatched the most depressing episode of Jon  Kate EVER!!!i actually almost cried.
1964385644,worry,alyseegs,soreeeee throattttttt
1964385754,sadness,citizenfinch,Wish I had a laptop charger so I could tweet faster
1964385799,love,pauug,@Jonasbrothers i canï¿½t choose one  i love all the songs on LV&amp;TT;bt if u like... Read More: http://is.gd/JkVF
1964386010,sadness,kortneyy_renee,is veryyy upset she cant go to hacienda tonight because the stupid nuggets game
1964386292,worry,ebvillanueva,im feeling like ish!  i just wanna go home and go mimis
1964386796,hate,mazzlestar,ohhhh my feet ache
1964386880,worry,Lizzzieeee,"Dad asked me why I was sticking my tongue out while I was ironing, and I told him it was so I didn't burn my finger, as I burnt my finger"
1964387125,sadness,goodiegumdrops,"When you FEEL you can not LIVE without something is when IT is taken away.   Oh, to do it all over again with what I know now.    Movin ON"
1964387954,sadness,joshyrocks,Comin back from the mall didnt get anything cause i have no money and stuff  but tuesday is pay day ilu ~Joshy~
1964388210,worry,junkinthetrunkk,@ceramicheart gonna go home and TRY to take a nap. I am emotionally exhausted   ... I will be in after.. &lt;3
1964388803,happiness,CallMeFlint,Don't have the Will power to finish hour two of my work out
1964389076,worry,neimao,I have a stomach ache... Totally sucks
1964389154,hate,barbbs,at economics i wanna go homeeeeeee  im tired and i hate the teacher.  and iï¿½m sick of half of my classmates and i wanna go home and sleep
1964389267,sadness,livekuwaitiah,i am the only arabic girl who's online  every one is  a sleep ..
1964389406,worry,sambhav6,@donotrefreeze THAT'S A SHAME REALLY
1964389561,hate,chante4dannyxxx,@McFlyingGirl  i got too do course work   i hate it it is hard this one
1964390077,worry,productgirl,"@Fortyisthenew20 i was stupid and didnt get it, now i cant find it.  i think i have to do ebay but that scares me"
1964390434,love,Ree,Not babysitting tonight. I miss that kid.
1964391002,hate,Lauraful,LUCY IS HATING ON MY GWEG!
1964391021,sadness,peaceluvrockout,my new picture won't upload!!!
1964391059,worry,Buggin80s,@donnyosmond Were getting old Donny. I got one starting high school next yr and one going into the 7th. Where have the years gone?!
1964391087,hate,MsJerzi,@3minds nope- dnt have wireless ne more  HATERS!!!! Ugh... Save me a copy so I can watch it...
1964391111,worry,mami247,Here at work still feeling the pain for my friend wish I had a magic wand to erase all the madness
1964391168,worry,mskendbanks,"Omg, my mom just called... Im too late... Hes gone"
1964391323,sadness,Marymmmkay,photography class over summer cancelled. going somewhere i dont want to and missing the spring game  and no email from eric swist
1964391478,worry,moranga18,"@g4tv Batman: Arkham Asylum, but I don't own a system that will play it, sadness"
1964391553,sadness,tedzokas,Off home ill from work. This man flu is hell
1964391848,worry,_harley,@avstansfield omg i had a meltdown when he died/actually died in real life  av got the box sets!
1964391961,hate,YUNGBILLZMVP,"THIS TWITTER SHIT KAN EAT THE GUN NOW ....AN I DON'T EVEN BE GOIN IN SMFH, OVER REACTIN 4 NOTHIN, I NEED 2 STAY STRONG"
1964392772,sadness,squelsh,"wanted greg pritchard to go through     what a silly, sobby and hopelessly dull little girl hollie steel is?"
1964393535,sadness,KidNovice,"@EshSoMajor how dare u? after all the love making we've made over email, im a stranger? u never replied"
1964393767,worry,fordofocala,@callmaggie After I water the plants I am headed to the farm. Don't have any popcorn for the goats   Katnip is looking good under saddle
1964393798,happiness,_DESiMO_,@MrAhrenSean lol! ok ok it is a little absurd... lol but my mini and open toe heels won't make it in this weather
1964394593,happiness,Joshsgurl27,@NewMoon_addict yeah like super short  I guess I'll just have to hold my breath till Sunday.
1964395168,worry,toastychew,"slightly burnt challah  The proof is in the eatin', though..."
1964395405,sadness,brooke022,lost my keys at the mall... took me 45 mins to find them
1964395960,sadness,sausagenmash,@yelyahwilliams Noooooooooooooooooooooooooo! You can't do that
1964396410,worry,MyNameIsChrista,"Why would someone even do something like that, you gotta be pretty damn desperate for attention!!! lol poor keanu"
1964396447,sadness,NikkiApp,Whuuurrrrr - glands really swollen now. Guess the weekend's a blow out.
1964396564,sadness,PvtMarcus,nothing good on TV
1964396628,worry,petranoid,"My dog is sick. I love that little doggie. He's usually so keen and happy, but he doesn't even want to go for a run in the forest today."
1964396820,hate,sugabee,@raerica what?really? That sucks  http://myloc.me/20Yy
1964397242,sadness,julezykins,@RedStarFuture awww NO. you're not ugly.
1964397874,sadness,firefaunx,@allysonrobinson ...as well as bell hooks Teaching to Transgress.  Sometimes I miss teaching &amp; messing with bad system.
1964398045,worry,dearfashionista,@karate_Kid congrats; im still jobless
1964398363,sadness,hanscarter,@moonfrye Working extra hours...
1964399376,worry,reyn84,@loveeamber @item84jeremy it sucks no matter where you are! I'm gonna freakin be late for work!
1964399429,worry,brianbreslin,@dimensionmedia @refreshboca? what is this? is everyone abandoning me?        ;-)
1964400615,worry,19fischi75,"@Impala_Guy Yeah unfortunately  The flight is most expensive.....the rest is not so bad - the flight is ca. USD 800 - 900,--"
1964401029,worry,Mzfuller8,@MamaKimi  hope he is ok!
1964448724,worry,hiracdelest,LOVED &quot;Drag Me To Hell&quot; and &quot;Up&quot;...yeah my Spend the Day Studying plan didn't happen
1964449470,worry,brooksja123,Moses and his girlfriend broke up!
1964449495,worry,FoXiiRoXii,@MissTinaYao yea. I was off today luv. I shudve told u.   anything exciting happen yet. And I saw u last night
1964449991,worry,gayguy,"Feeling awful, new medication is making me nauseous"
1964450207,sadness,itvchad,Great first impressions about the little netbook- they only downside is there is no access hatch to upgrade the RAM
1964450410,worry,ResaMichelle,@BBBaumgartner  sad day. I was lucky enough to realize it before I got out of the parking lot.
1964452095,sadness,mishl20901,Just saw up with my favorites and surprisingly it was way too sad
1964452191,sadness,Kenny73,@don_iain well my team couldn't
1964452436,sadness,clamb1969,i have no followers
1964452461,worry,ajlanghorn,"Sad that Gmail chat has died, so I can't help @natalidelconte"
1964453816,sadness,Ronnie_ASA,Its an undeniable truth.  I suck at talking to people.  No good at making a connection.  i come off as either strange or distant
1964454192,happiness,TheABCsMom,Hmm...what to make for dinner tonight???  No clue.  Don't feel like cooking anything    Hubby wants to go away tonight.
1964454611,sadness,quornyum,It's Hollie spelt with an 'ie' not a y!! She made me cry on BGT tonight  Gxx
1964454625,happiness,CarlC,@staceyviera I know. I was hoping to meet you tonite  &amp; I just found out a few min ago that we have a mutual friend Cuong H.
1964454785,sadness,jennniferrrrrrr,"iigghhtt, just fur geet it. idc. idk. eh blah ugh. blah idk... hah..=] um yah.. immboredddd, ugh  ill just fuckitt"
1964455096,sadness,chrystalmae,"How did I give birth to a SCREAMER?? I hate screaming children!! I guess I hate screaming children besides my own, now."
1964455218,worry,giftedsoulent,@BrandonJhon something we all need sometime
1964455435,hate,mjelaine,Sunburn hurts!
1964456197,worry,shatteredxo,i don't feeeel good. :/ my head hurts. and i have too much homework to do.  schools no fun. :p hehe
1964456323,worry,TeamTwilight15,Anyone have some advice??? I need it!!
1964456431,sadness,natalie0331,Yea!  Headed home to change and head over to Pelham.  Sad thought... suposed to be heading over there for the NKOTB concert...
1964456643,worry,claudinekay,@Japes_76 haha.  weird?!?  no sunshine for us
1964456860,sadness,coldmelody,"I love summer, but I oddly don't want this school year to end."
1964457086,hate,Soulxtract,I think the UPS web site hates me now. Still no Brewing supply package.  Held hostage at work by slow UPS delivery
1964457675,worry,LanieFlyers21,@flyersonthefly http://twitpic.com/45r61 -  saddest thing i've seen a while
1964457753,worry,SilverSurfing,"@x_crazyangel oh noooo, did he not get through?"
1964457758,worry,colleen_stg,Sorry if I'm confusing anyone. I keep forgetting to @reply. The desktop Twitterific  is not so terrific  Very different from iPhone app.
1964457814,worry,Littlebit323,@maraslj I miss you already   come visit me pleeeeease
1964457831,sadness,superbeccax,@yourboogiegirl DUDE. same.  it hurts
1964458053,sadness,allshookup,@falselove OH THAT'S GOOD! My top 4 are: The Haunted House/Sound one; Bakery; Inside Ralphie's body; &amp; ..... I FORGET!!
1964458147,sadness,TwatRock,@Gracious_Greta That is so not good.  Your box is worth way more than that!
1964458214,hate,Fuego7123,@ShannonDae really? I hate the mobile twitter..its hard to tweet with a sidekick
1964458254,sadness,skimshady,Doh. In a rush to get to the Puma Open and I just got pulled over. So sad.
1964458623,sadness,19fischi75,"@Impala_Guy In the past it was ok but since iï¿½ve got my own appartment, my own car........itï¿½s very difficult to save the money"
1964458799,sadness,VonnieBooBG,@yagulmez yea i just got outta one too....i want him back tho  but i feel the same way...i'm cool on dudes for a lil while
1964458839,worry,monpio,I just stuck my finger down my throat and there are a bunch of bumps on my tongue &amp; throat.
1964459080,sadness,SonoranCellist,"Today is a sad day for Tucson: http://tr.im/mQ39 I shall miss the sour cream apple pie, fondue, and separate seating for groups with dogs"
1964459096,love,curlsdiva,dared to go back and look at that vid I made - I may take it down
1964459293,worry,Del129,"mail came, still no inFAMOUS"
1964459690,hate,Shekara,frustrated by my stupid iPhone I need a blackberry!!!!
1964459877,worry,itspubnight,Darts and lunch at Horse Brass... but no beer for me  http://bmap.us/2134
1964460699,love,Meghan_H,@Lilayy YES.I loved Disney...and I still do haha.How karazzzy is that?But I've never been to Disney....blah!!
1964460782,worry,proteusduxbury,@jonsedar I'm jealous. I have so let it slip what with the baby and all. Not sure I could even do a half right now
1964460972,happiness,hellopaulina,"at home. didn't see the Bloody movie, full booked  but Night at the museum was fun though."
1964461847,sadness,jasonsalas,"@JoeyArceo yeah, but no new material."
1964462027,worry,Ilovemymusic,"i cant sleep, i dont deserve this .... N you know it"
1964462346,worry,Kayyy011,OUCH!!!!!!!!!!!!!!!.........that really hurt!!!
1964462402,love,tressalynne,@arikhanson I think YOUR blog should've been on the list
1964490688,sadness,heytearcatcher,"@ACMcWhale really good, but it's definitely not a 12's. So many people getting burned alive"
1964490689,worry,CalebCreel,@sunleo727 I'll stop by for a bit when I'm off.  But have to rush to rehearsal - no quiet for me tonight.
1964491150,sadness,SLCoolJames,@AnimalBehavior_ sorry  i dead ass was gonna do that
1964491468,sadness,gillybean1984,"Been a beautiful day today i love the sunshine, missing my man though he is away all weekend  xxxx"
1964491796,worry,kaiser_wilhelm,@EidolonNight That's kinda sad. And they're poking me while they're at it. Huh.
1964491948,sadness,alyssa5OH8,plans got ruined no blackstone  going to carnival tomorrow if the weather is good
1964492070,hate,JaydyGaGa,I hate watching the News. Why do such awful things happen?
1964492325,happiness,thenightwriter,@opalbonfante Wonderful! Let me know what you think. Not light reading
1964492385,worry,ChristinaTwit,"@Amanda_Holden I must admit though, part of me didn't want her to get through so she wouldn't have to put herself through all that again."
1964493026,worry,ctokar,@exorre Our raid leader made us run drills to practice switching
1964493516,sadness,zackoid,@xoxoJennxoxox I feel lost...  I keep running (in my head) from staring faces.. haha. basically:Headache &amp; eyes hurt
1964493662,worry,NeleKay,Wondering if i cld make things any worse than they already are... answer.. JUST DID!!!
1964493987,happiness,KayTyler,@rosskie good luck!!  OH and I are playing inthe mixed knockout this week. Playing the pros 14yr old son playing off 5 &amp; top woman off 6
1964494320,worry,pinkelleyphant,after 5pm and no email. looks like i'll be waiting at least until monday. boo.
1964494593,sadness,scarlettchanel,facebook is being a bitch
1964494993,sadness,Animalcontests,Sad because i cant go over my friends house
1964495131,sadness,Aanga,"Yep, lost my bet to chris"
1964495455,sadness,angelfly72,"Messed on these   But I'm makin' it right! @taraellis19, @dontennant, @elikamahony Best Holy Day wishes to you all!"
1964495506,worry,limecello,just found out my friend's dad passed away yesterday
1964496089,sadness,JamieLeighxo,why do i even bother anymore? Everyone is makin me feel like im a waste of space
1964496740,worry,lesleyo,Been job hunting for days. Media and non-media jobs. No lucky  Anyone know of anything???
1964496753,sadness,Obama1227,I feel like last night was a dream... Well I guess I should say nightmare.
1964497015,sadness,AndrewGsays,It's not gonna happen again
1964497638,sadness,Brig89,attempting to count the days till i return to canada...theres alot of them
1964497684,worry,georgewezsley,@LezmirandaPOW *humming* hmmm hmmm hmmmm hmmmmmm Touched for the verry first time..... Hmmmm hmmmm hmmm hmm hmm mmm mmmmm ......
1964497836,worry,ParwinderMattu,"I really should be doing something more productive, why am I not there yet?"
1964498112,worry,samanthakyle,@beccaschlagen Oh no!  I hope you find your kitten
1964498296,happiness,sylviango,@skotcarruth i like it
1964498484,worry,mendozasantos,@McFrezco - whoa. &quot;sack chasing whores&quot; ? that is soo out of character for you to say that...  bring back my sweet Superman
1964499184,sadness,Queen_Penelope,i am braid free  i miss thee ... BLOND HERE I COME!!
1964499559,sadness,Kiinszy,"I'm so sad, really really sad"
1964500616,worry,oxEmalieexo,@xScarlett_x How did your Geo ISU go? I swear I just had the worse day ever..
1964501088,sadness,Jonathannnnn,i really cant take this.
1964501363,worry,lgladdy,"@chasingsunshine I'm sorry, but you wrote that on a blackberry which means you loose any respect i had for you"
1964501721,worry,smfly,Waking up way to late = bad.  Getting yelled at for it later = worse.
1964502108,happiness,gscottoliver,@snowed_in I loved that movie! And I miss Raul Julia.
1964502175,worry,EightyThreeKid,Damnit Day 26 is at Northpark mall..I use to live near there  someone steal Mike for meeee!
1964502573,worry,tatty73,I hate how MS makes me feel. I can't control my legs 2nite &amp; am in too much pain - it's driving me crazy  Anyone else get those moments?!!
1964503268,happiness,hendrixgirl,@TheNewMachine Haha. Yep. Ya got me
1964503340,worry,heartofzaphod,no one wants a #VirtualKiss
1964503382,happiness,ShesElectric_,I had my galaxy..and god it was good!!  Where has everyone gone..twitters gone a bit quiet  xxxxx
1964503780,worry,GingerNinja_UK,Didn't get chance to pick up my copy of Guitar Hero: Metallic yet
1964503968,worry,unsecretcrush,"Yesterday I didn't do much because I was just lazy, but today I don't feel so good."
1964504001,sadness,PeroniGrlBrandi,@jonathanrknight  still no direct message for me. what the hell am I complaining about? i'll c ya in 27. if u don't answer i'll ask in 5*.
1964504025,worry,dhtothe3,"Why do i never get to see my paychecks? It's not fair, the second i get them they're gone!"
1964504848,worry,MaverickNY,@asco will the presentations be available online during the meeting?  The poster discussants are going so fast I can't write fast enough
1964504945,sadness,IdaEmilia,EMO moment!!  Just said good bye to my best friends EVER! But we'll meet again for sure!
1964505253,sadness,SalinaBoo,OMggg. i just heard someone is gonna die on the new season of the secret life of the american teenager  noooo.
1964505469,hate,catesaunders,As if the day couldn't get any worse! Am once again an involuntary audio audience to the (not so) domestic bliss emanating from next door
1964505809,sadness,seansofresh,@theycallmeTAP http://bit.ly/3oRh6 &lt;&lt; i miss music like this
1964506235,hate,jamiefishback,"@TalentAgentLA unfort, i can't DM you b/c ur not following me"
1964506244,happiness,thecelebhost,@ThelovelyJ lmao back in queens now
1964531789,sadness,jreddaway,my little sister told me i have a double chin  aww
1964532001,sadness,eileenlou,surgery effin hurts
1964532616,love,KirstyAnnx3,"@ScotDale i dont, i'm not allowed to vote  perants complain about the cost so dont let me vote. but i love his act its just so different"
1964532820,worry,cmtwist,I was expecting the sun to come out today. I guess that's not happening.
1964533051,hate,prairiebird,@walksthesehills i will push it into the sea for you
1964533819,worry,lalalauraxo,"@konst4nt1ne im sick  if i wasnt, id be at the show with ya!"
1964533889,worry,Nayla18,"My boyfriend just broke his wrist, now he might need surgery  im so nervous"
1964534423,happiness,likemyusername,just saw UP  it was a cute movie (:passed by a place called a peasants kitchen. wtf? that names kinda sad
1964534599,sadness,drake_p,@Jesusfreak1900 probably.  sucks for you.
1964535265,worry,NorrathReaver,"@scottisafool  I had a analog tuner the MC team gave me few years ago. No inbox drivers, but WU handled it. WU drivers were pulled in Jan"
1964535346,worry,luckygnahhh,I need help Twitter world! Orange theraflu pills...are those going to be the drowsy or non drowsy?
1964535802,sadness,marklewis1963,I hate when a program freezes during installation.
1964537235,worry,belovedidea23,"Omg, little kids with cancer is the saddest thing ever"
1964538187,worry,Steneskog,@mileycyrus i thought i was your best friend
1964540895,worry,kaee_,FATTY! omg i just found the worst shit out and idk what to do i need to talk to you!! hopefully i see you when you get off work.  its badd
1964541198,worry,bimbler,@ChrisGBaillie aaaawwww wont yr brother blip things for you  LOL
1964541637,sadness,RawrBunny9,miss him way to much... just cnt stop thinking of him   nite nite folkkz...
1964541693,hate,aianna21,"Oh insomnia, I hate you. I'm bored of staring at my ceiling, cano go sleepnow please?"
1964542137,worry,Beckaaa_x,OCHH ive got blister on my foot over the sun today its soo sore  i supose yas dnt care hah just thaught i tweet it anyways
1964542561,happiness,angeloult,cookies and milk to make me feel better. thanks babe. still recuperating from last night.   http://yfrog.com/13izrj
1964542594,sadness,msgirl24,i'm a little sad that school ended today i'm moving so i'm going to miss all my new friends from this year.    just got a hair cut
1964542610,worry,impapibitch,"ï¿½ miss my future, ï¿½ wanna see her  ï¿½ for damn sure don't wanna wait til monday"
1964542849,worry,colbertobsessed,"@jamieaiken919 *JEALOUS* I desperately wanna go shopping, but alas, I have no cash."
1964542940,hate,JamiexLynn,There are bugs attacking my laptop
1964543310,sadness,cynthiakokos,At drs again
1964543548,sadness,emilyndkenny,rec game....trying not to cry...the pain is to much..i need him...can't lose him &lt;/3...my heart is breakingg
1964543817,worry,Megryansmom,@juliestrialtrib so sorry to hear that
1964544338,happiness,Buffalo_Souljaa,@Hooded how come? i want pizza
1964544908,sadness,eunice_ses,@Amanduuhhh Omg same here! They hurt so much
1964545143,sadness,vwesson,"@hardrockchick super but I caught a cold on the plane.  not as far forward in line as I'd like, but the extra sleep was dearly needed."
1964545388,sadness,IndiaLovesYou,i'm so hungry
1964545790,worry,anthonylucio,"I don't remember the last movie I saw in the theatre, and that makes me really sad"
1964546186,worry,AnnieLovesDT,@Carolz_S I know McFly gonna be in Brazil  Say them hello!!!...I wanna be there
1964546291,worry,kat_n,@xXSam_01Xx   dont leave us !!! whats up ? xxx
1964546694,worry,omglawdork,"@garycford I gotta say, I feel bad for everyone in NKorea.  They're starving, and they have a crazy in charge who endangers them daily."
1964554427,worry,anticipating,I want to change my twitter name but I can't think of anything
1964554982,worry,stillframehero,Feel hurt. in car. gonna watch a funny movie. someone talk
1964555038,worry,kjofficial,"I hear it's a scorcher back home - all we've got here are clouds  Back in the studio, maybe if we're lucky we might get 2 songs done 2day!"
1964555383,sadness,tressalynne,@arikhanson Shoot! I voted and somehow looked over yours ... boo hiss. Forgive me   Have a great weekend Arik.
1964555470,sadness,AnthonyFloyd,@hummingbird604 @brendonjwilson @gregeh But @LeftCoastMama is right: This is like the Cape Breton coal mines but ++. No lessons learned.
1964555736,worry,mcraddictal,@PotFace sorry i didnt reply earlier  i feel better now.
1964556097,worry,aprizzle,sighs. where's my candy
1964556199,sadness,c_a_r_r_i_e,Back to the freaking homework.
1964556304,sadness,HeroesJonas7495,@mikki_kayla02 MEEEEEE TOOOOOOOO!!!!!!!!! I'm gonna be SO disappointed if it's just season 7.
1964556818,sadness,SlaveringFanboy,My brain hurts
1964557020,sadness,ladyvee,@joenkobema73 what's wrong? How come u in pain?
1964557278,sadness,FuzzaB,missed Britains got talent    gutted.
1964557362,worry,david_rocks,i dont know what gonna do on my lame fridaay  maybe see me with my besties!!
1964557648,happiness,koldobarroso,@travelingcircus Oooh you just spoiled my teenage fantasy
1964557890,worry,ivileeispissed,Awe i feel so left out
1964557910,sadness,leahprobey,maaaaan last night was a funny night! sad aswell tho
1964557931,worry,tarbot3000,I am sad today
1964558291,worry,sallyinnorfolk,@annief1 had a panic with the car .....
1964558501,hate,menetgod,@Mahalat Sorry. Not unemployed.
1964558982,sadness,xxmomoko,it's sunny but i'm bored  sad call or text me
1964559566,hate,WTFhollywood,Just saw my boo he went back to work now time to do my hair but it's going to rain WTF
1964559937,sadness,banaboogie,I could live off of mediterranean food for the rest of my life. I miss home
1964559988,sadness,anilam18,@lilxcutiesworld He played the song but didn't send it out as a request
1964560250,worry,AllyC31,history project
1964560359,sadness,paulicv20,i'm kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in 2 weeks
1964560446,sadness,SongoftheOss,"@_CorruptedAngel my god, really! Really? 50? Christ"
1964561559,worry,ghoulsniteout,@markhoppus aww mark  that makes me sad I got mine on presale.
1964561962,sadness,Hybrid911,"@emo_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x"
1964562426,hate,sidneyetienne,@PreciousLittle so jealous
1964562744,worry,blackhillbillie,Happy its the weekend...LOVE has knocked me down ya'll!!!
1964562824,love,kit_kat1990,@changedforgood Aww that sucks   It wasn't that long though but Dianne was SO cute as usual &lt;3 Hopeflly some1 mite put it on youtube :S
1964563069,sadness,jazzt,@crust123 there's just no air
1964563292,love,leannenufc,"@Sparkly_Devil1 Big Brother quiz?  What?!  I'm too busy rocking out on Guitar Hero, I didn't notice any such thing"
1964563545,worry,CourtneyElyse11,ug i think i blew my phone interview  i like them!
1964563631,worry,richardbiscuit,what a day!!! motorways and trains noooootttttttt fun
1964563650,sadness,whitelilysoap,@eddyizm Do you not like turtles?
1964563898,worry,KenyaMack,has finally got some Zyrtec for this terrible allergy attack.    I hope it doesn't put me to sleep before the game comes on tonight.
1964564471,worry,DemtriaLovato,@cyrusbaby I miss you...  come over and say bye before I leave!!
1964564883,happiness,MISSKRIS1214,@TMills130 aaawww  no worries fresh start to work on growing it out again
1964565401,worry,Annihilatian,Not looking forward to the upcoming week...My better half will be gone all that time! It's TRULY GONNA SUCK BIG TIME!
1964565742,worry,micsaund,Didn't realize Animal Kingdom closes so early at 5:00 today. Now I'm stick in the exit traffic
1964566147,worry,oh_the_irony,"srsly, BGT, joke maaan. how lame. ughhhh work tomorah have to get up early"
1964566244,worry,faithkelley,My foot still hurts from stepping on a spider...owwwwww
1964566880,worry,kinkouin,@SEGA small? we cant choose?
1964567301,happiness,yvonneboulter,Oh god! The cheesy disco music has started and everyone is getting up on the tables  i need more wine...
1964567530,worry,padacklesjjam,So jealous im not at asylum right now
1964572872,worry,BritnyBitch,Starting my 2nd shift! Im going to miss like an hour of the lakers game!
1964573016,happiness,wcvm,Welcome to Minnesoooooooota.  Free up some time this trip to catch up! Won't be at Cliquot Club though; they closed
1964573479,hate,dispy,@toriigwyn i want chinese food really baaad.
1964574277,happiness,Racheezy,@ravefamous who will we make fun  of?!?!
1964574714,happiness,Rachy46,Was supposeddd to hang out with al but her mommy wont let her  now what to dooo? Blah. Hahaha
1964574940,love,shaebay,"@hp5freak Awww, it does remind me of getting ready for the ball."
1964575179,worry,paramoreroxx,@Ponyless soz i neva saw this message till now...if u add then delete me i cant see any messages uve left on my page
1964575196,hate,ninjaavie89,@erickajonasbby aw poor u   DON'T let her get 2 u just ignore her n keep ur head held high she iz just immature lil girl lol
1964575387,sadness,BigDaws,@PembsDave lmao im gutted cos it didnt come out right
1964576546,sadness,LedZepeatles,Last 3 days of school....I'm sad but happy but anxious.....
1964576559,happiness,jamieaiken919,"@colbertobsessed  I was lucky, my mom paid for everything for me. I'll take you shopping!"
1964576627,sadness,phoenixcrusher,"stupid Folkestone cinema is only showing Star Trek 3 times, damn them"
1964576639,sadness,woodlandalyssa,@mrinklin i have started saving my Tumblr drafts because that happened to me this week and i was so sad
1964577017,sadness,sofi_m,"@marijo008 no he sabido nada de ti, this is making me a bit sad I must say!"
1964577213,hate,Real_Js,In a period of exams days are for study and nights for study and sleep... no funny time...
1964577425,hate,emmielovegood,@hptwilighter I'm dying to read it!  I hate England.
1964577912,sadness,laurenayala,"im sick,youre sick. imy"
1964578043,sadness,susanreynolds,She is beautiful @webduck. But don't feel badly. Some neaby grans see grandkids about the same amt.   Can't go to them = out of luck
1964578095,sadness,marleyuk,"@TheeRealFDHC Welcome to Glasgow Felix, sorry I cant be there tonight"
1964578242,sadness,hayley8705,@lilyroseallen britains got talent is rather disappointing this year
1964578349,love,cmothershead,missing bham
1964578789,worry,Cynder,No more spending the day chatting with Steve on the computer   Now what I am I going to do at work?
1964579209,worry,queenmom2009,OPS sorry  Queen Mom
1964579359,worry,Michaelaax,http://twitpic.com/67jzp McFly concerts through the years [H]... Don't have my '06 one though  :/
1964579994,hate,DareYouToMove,I'm really mad at the world today. Today is just a sucky day.
1964580154,sadness,laurenburkhart,"My sister is having a stupid party &amp;&amp; I wanna hang out with my friends, but hilly won't txt me back..."
1964580222,sadness,ShyezaAngelique,I want some pineapple! I miss my baby
1964580272,worry,ChristalWasHere,@AmBamThankYaMam so i spoke too soon.... &amp; my weekend may be delayed for like 20 more min  aaaah i gottaaa get outttt of here b4 i lose it
1964581887,hate,jacquetran,ah my tummy hurts  damn starbucks sugar/chocolate/caffeine
1964581888,sadness,MusicJules,My sunburn itches  ouch
1964581898,happiness,wcvm,@Drlebron - Welcome to Minnesoooooooota. Free up some time this trip to catch up! Won't be at Cliquot Club though; they closed
1964582037,sadness,BrewsterInn,@karamat If only we could ever actually be allowed to stay here and do that
1964582102,sadness,hptwilighter,Oh no it's storming... gotta get off the computer.
1964582733,worry,TheMaryDream,gear troubles all day long!
1964584930,worry,Samm_J,@Shamoneyy I wish my mouth wud lemme chew all tht.. Pause...I def wud love some of that..
1964585276,love,rmmaxwell04,Im really in the mood to go on a date
1964586023,worry,keliskontagious,the tummy monster hates me
1964586100,sadness,MBunk_007,@nickwall0 Im not bannished... but I am at work till 6
1964586223,worry,Dianaaaaa,"wow my grandma passed away....I'm too sick to even think, I know she's in a better place now"
1964586884,hate,njbartlett,@caniszczyk Agreed! Though Eclipse apps hinder collecting the heap dump by catching OOME. Had to muck about in JConsole
1964586978,hate,gbrockway,"Mobile phone check-in? Another fail! American's service came close, but crashed at the gate. I'm now 0 for 3."
1964588571,sadness,dtopping27,@annejsimmons Just the mother of all bad days
1964591336,sadness,ElenaBrowne,i think they are working why eyes are drooping  its so weird being under drugs i dont like it ... cant wait for tomorrow though
1964591435,love,bjaurigue,"Cupcakes, creme brulee, tiramisu~ I want some sugar"
1964591678,sadness,6377_x,Seriously Bored Now!!!
1964592031,worry,awcarville,needs a new job either closer to home or worth the drive
1964592475,sadness,jona_thin,@AKDB Tell me about it
1964592988,worry,bobundercover,i wonder if there is a life after Alzheimer's caring. beyond despair. poverty sux but commerce is futile. there is no description. mommy
1964593091,sadness,Piewacket1,@Sandy_B_ Shes bad they won't sort her out and is in a lot of pain
1964593481,sadness,sjor,"Oh yeah, this is why I don't like waking up early.  Around mid-day I get all tired."
1964593995,love,malia111,@showingmyassets no happy hour for me today
1964594066,hate,kellychoez,Hates that my a.c doesn't work! Its so hot
1964594349,happiness,CKunk,@TheoLykos OMG I WANT TO GO TO THE BEACH!!!
1964594405,sadness,ChiBlackhawks,@julierubes I won't be at the game.  Found out too late.
1964594416,love,Lianetics,Zach G. gets an extensive profile in this weekend's NY Times Magazine. The chances of us falling in love are getting fewer and fewer.
1964594506,hate,lilroxybabe8188,Assembling/ figuring out this new alarm daddy gave me - SOOO loud  I think I blew out my ear drum
1964595078,worry,chrisguitar89,Work is an evil whore. That doesn't let me check my text messages
1964595215,sadness,ahohey,@SUPERRZAAAP i forgot the yardsale event! ooh how pity i am
1964595219,sadness,thesickchick,"@themakelounge -- No fair, I want a sticker but I just moved away from London"
1964595255,happiness,cmpriest,@formicadinette - Yipe! I'm sorry to hear that
1964595270,happiness,babyblues7985,Im so excited about the MTV movie awards!!!  even though I won't be there   I can't wait to watch them on tv and I hope...
1964596143,sadness,shord143,i've got nothing witty to tweet
1964596146,sadness,dkmeek,Have to work today.  http://plurk.com/p/x2rt8
1964596180,worry,witchy108,"@JodiOKeefee what on earth happened to wentworth's page?!? i'm devastated, as i'm sure ALL of his fans are!"
1964596230,sadness,daiq,Greg Pritchard was ROBBED of a place in the final of BGT... Cry baby bitch-face got through instead
